매출일자,이용카드,매출금액,부가세,봉사료,자원순환노매출종류,할부개월,가맹점명,사업자번호,청구일자,결제수단,카테고리
2024-10-06,M265,47455,0,0,0 일시불,0,지하철,185-75-91816,2024-11-05,카드,공연/영화
2024-10-16,M265,14039,0,0,0 일시불,0,맥도날드,135-56-90957,2024-11-04,카드,음식점
2024-10-17,M265,17195,0,0,0 일시불,0,온누리약국,751-14-92053,2024-11-10,카드,대중교통
2024-03-16,M265,20935,0,0,0 일시불,0,현금영수증_병원,487-63-79880,2024-04-08,카드,도서/신문
2024-12-19,M265,35216,0,0,0 일시불,0,현금영수증_피트니스,393-98-79556,2025-01-10,카드,공연/영화
2024-04-10,M265,46266,0,0,0 일시불,0,SK주유소,418-11-51857,2024-05-05,카드,온라인쇼핑
2024-03-12,M265,8940,0,0,0 일시불,0,파리바게뜨,563-76-77438,2024-04-04,카드,온라인쇼핑
2024-09-24,M265,41863,0,0,0 일시불,0,SK주유소,402-86-19676,2024-10-07,카드,약국
2024-01-17,M265,23737,0,0,0 일시불,0,현금영수증_피트니스,659-31-79485,2024-02-10,카드,신용카드
2024-07-08,M265,37152,0,0,0 일시불,0,GS25 편의점,833-38-77883,2024-08-10,카드,도서/신문
2024-05-22,M265,4845,0,0,0 일시불,0,영화관 CGV,585-31-71768,2024-06-05,카드,카페
2024-03-19,M265,32078,0,0,0 일시불,0,전통시장 수산물,433-61-35419,2024-04-07,카드,전통시장
2024-06-17,M265,18854,0,0,0 일시불,0,파리바게뜨,267-74-98418,2024-07-06,카드,병원
2024-12-02,M265,47529,0,0,0 일시불,0,현금영수증_병원,155-40-29761,2025-01-09,카드,병원
2024-07-09,M265,26037,0,0,0 일시불,0,전통시장 김밥집,575-92-74501,2024-08-08,체크카드,직불/선불카드
2024-12-19,M265,18415,0,0,0 일시불,0,교보문고,466-37-96762,2025-01-02,카드,약국
2024-10-26,M265,29767,0,0,0 일시불,0,서울대학병원,191-33-68788,2024-11-08,카드,음식점
2024-03-10,M265,1128,0,0,0 일시불,0,현대서점,496-90-78339,2024-04-02,카드,도서/신문
2024-06-20,M265,37211,0,0,0 일시불,0,전통시장 김밥집,494-60-75365,2024-07-09,카드,온라인쇼핑
2024-05-22,M265,46676,0,0,0 일시불,0,지하철,874-42-29155,2024-06-02,카드,약국
2024-06-30,M265,24536,0,0,0 일시불,0,전통시장 수산물,863-30-68775,2024-07-06,체크카드,직불/선불카드
2024-08-09,M265,3929,0,0,0 일시불,0,현금영수증_병원,542-72-28665,2024-09-10,카드,도서/신문
2024-10-19,M265,1374,0,0,0 일시불,0,영화관 CGV,166-19-71221,2024-11-10,카드,카페
2024-03-14,M265,31823,0,0,0 일시불,0,베스킨라빈스,969-82-32947,2024-04-10,카드,대중교통
2024-06-10,M265,38057,0,0,0 일시불,0,이마트,446-62-59971,2024-07-09,카드,온라인쇼핑
2024-03-26,M265,7175,0,0,0 일시불,0,서울대학병원,567-66-79229,2024-04-09,카드,약국
2024-12-28,M265,26828,0,0,0 일시불,0,이마트,477-47-76938,2025-01-06,카드,신용카드
2024-11-15,M265,19918,0,0,0 일시불,0,이마트,741-85-73742,2024-12-01,카드,온라인쇼핑
2024-01-07,M265,45313,0,0,0 일시불,0,카카오택시,396-94-50015,2024-02-01,카드,병원
2024-01-13,M265,41178,0,0,0 일시불,0,전통시장 김밥집,774-72-60762,2024-02-07,카드,병원
2024-10-03,M265,21909,0,0,0 일시불,0,파리바게뜨,254-74-85469,2024-11-07,카드,카페
2024-01-30,M265,34004,0,0,0 일시불,0,이마트,950-32-69947,2024-02-09,카드,병원
2024-03-06,M265,46932,0,0,0 일시불,0,지하철,741-98-91316,2024-04-02,카드,공연/영화
2024-03-12,M265,44132,0,0,0 일시불,0,현대서점,761-12-29611,2024-04-04,카드,전통시장
2024-11-29,M265,32620,0,0,0 일시불,0,이마트,110-98-62889,2024-12-07,체크카드,직불/선불카드
2024-08-14,M265,38169,0,0,0 일시불,0,성남버스,837-39-50626,2024-09-05,카드,약국
2024-05-15,M265,23556,0,0,0 일시불,0,현금영수증_병원,712-57-53649,2024-06-04,카드,음식점
2024-09-27,M265,19933,0,0,0 일시불,0,성남버스,339-60-27392,2024-10-02,카드,신용카드
2024-10-21,M265,46644,0,0,0 일시불,0,파리바게뜨,306-32-63012,2024-11-10,카드,전통시장
2024-11-29,M265,39046,0,0,0 일시불,0,성남버스,362-13-90267,2024-12-09,카드,전통시장
2024-05-31,M265,37282,0,0,0 일시불,0,온누리약국,393-11-36165,2024-06-03,카드,카페
2024-04-14,M265,49270,0,0,0 일시불,0,성남버스,642-47-61912,2024-05-10,카드,도서/신문
2024-02-13,M265,2695,0,0,0 일시불,0,베스킨라빈스,698-53-78639,2024-03-10,카드,주유
2024-08-25,M265,20702,0,0,0 일시불,0,이마트,548-15-20075,2024-09-06,체크카드,직불/선불카드
2024-06-24,M265,20000,0,0,0 일시불,0,지하철,130-20-16787,2024-07-05,카드,전통시장
2024-05-06,M265,41178,0,0,0 일시불,0,스타벅스,528-30-40835,2024-06-03,카드,공연/영화
2024-08-09,M265,33296,0,0,0 일시불,0,스타벅스,317-43-83358,2024-09-10,카드,대중교통
2024-10-06,M265,20305,0,0,0 일시불,0,파리바게뜨,471-21-89484,2024-11-03,카드,대중교통
2024-12-04,M265,27097,0,0,0 일시불,0,지하철,544-92-32275,2025-01-07,카드,병원
2024-09-24,M265,7557,0,0,0 일시불,0,GS25 편의점,127-98-67433,2024-10-04,카드,대중교통
2024-11-26,M265,2301,0,0,0 일시불,0,전통시장 수산물,521-61-91545,2024-12-01,카드,병원
2024-08-30,M265,6374,0,0,0 일시불,0,파리바게뜨,484-55-20764,2024-09-06,체크카드,직불/선불카드
2024-12-11,M265,7516,0,0,0 일시불,0,이마트,751-77-92314,2025-01-06,카드,카페
2024-02-25,M265,34161,0,0,0 일시불,0,SK주유소,842-86-24861,2024-03-05,카드,병원
2024-05-14,M265,15798,0,0,0 일시불,0,영화관 CGV,104-77-11750,2024-06-04,카드,공연/영화
2024-09-07,M265,25107,0,0,0 일시불,0,스타벅스,325-74-31654,2024-10-10,카드,온라인쇼핑
2024-04-02,M265,13424,0,0,0 일시불,0,카카오택시,533-99-96414,2024-05-01,카드,병원
2024-12-18,M265,31366,0,0,0 일시불,0,전통시장 김밥집,519-68-89619,2025-01-04,카드,온라인쇼핑
2024-07-26,M265,40760,0,0,0 일시불,0,전통시장 김밥집,900-86-88697,2024-08-01,카드,공연/영화
2024-10-05,M265,17430,0,0,0 일시불,0,카카오택시,175-92-36321,2024-11-03,카드,주유
2024-06-14,M265,8138,0,0,0 일시불,0,스타벅스,511-12-68199,2024-07-06,카드,전통시장
2024-08-07,M265,32817,0,0,0 일시불,0,현대서점,653-43-27310,2024-09-06,카드,신용카드
2024-05-08,M265,18763,0,0,0 일시불,0,교보문고,158-91-40789,2024-06-04,카드,도서/신문
2024-11-05,M265,29720,0,0,0 일시불,0,온누리약국,628-73-60920,2024-12-02,카드,주유
2024-11-24,M265,42768,0,0,0 일시불,0,온누리약국,412-53-29725,2024-12-10,체크카드,직불/선불카드
2024-01-07,M265,19203,0,0,0 일시불,0,이마트,173-46-43153,2024-02-07,카드,주유
2024-07-11,M265,11738,0,0,0 일시불,0,베스킨라빈스,299-83-94759,2024-08-10,카드,주유
2024-10-17,M265,32216,0,0,0 일시불,0,GS25 편의점,313-66-17856,2024-11-09,카드,전통시장
2024-08-29,M265,6065,0,0,0 일시불,0,카카오택시,575-79-19769,2024-09-02,카드,공연/영화
2024-12-07,M265,28391,0,0,0 일시불,0,교보문고,226-50-63310,2025-01-09,카드,주유
2024-07-24,M265,20833,0,0,0 일시불,0,전통시장 김밥집,404-74-13523,2024-08-07,체크카드,직불/선불카드
2024-10-05,M265,10158,0,0,0 일시불,0,맥도날드,304-25-98612,2024-11-08,카드,주유
2024-07-18,M265,17123,0,0,0 일시불,0,파리바게뜨,112-80-40044,2024-08-08,카드,약국
2024-11-24,M265,45233,0,0,0 일시불,0,SK주유소,798-77-88670,2024-12-04,카드,전통시장
2024-01-19,M265,25752,0,0,0 일시불,0,스타벅스,195-93-38228,2024-02-09,카드,약국
2024-02-28,M265,34474,0,0,0 일시불,0,이마트,891-14-50747,2024-03-04,카드,대중교통
2024-06-17,M265,25276,0,0,0 일시불,0,지하철,596-86-46244,2024-07-03,카드,도서/신문
2024-08-13,M265,43388,0,0,0 일시불,0,GS25 편의점,295-15-88559,2024-09-02,카드,음식점
2024-07-13,M265,42547,0,0,0 일시불,0,맥도날드,863-76-40887,2024-08-01,카드,전통시장
2024-06-06,M265,44401,0,0,0 일시불,0,현대서점,478-52-76900,2024-07-06,카드,신용카드
2024-06-29,M265,35259,0,0,0 일시불,0,베스킨라빈스,669-17-76896,2024-07-04,카드,주유
2024-09-04,M265,19671,0,0,0 일시불,0,SK주유소,725-59-38337,2024-10-05,카드,온라인쇼핑
2024-10-24,M265,2983,0,0,0 일시불,0,SK주유소,981-46-70486,2024-11-02,체크카드,직불/선불카드
2024-01-26,M265,23249,0,0,0 일시불,0,지하철,894-77-73250,2024-02-01,카드,도서/신문
2024-12-31,M265,18579,0,0,0 일시불,0,성남버스,919-83-73653,2025-01-06,카드,전통시장
2024-04-16,M265,19063,0,0,0 일시불,0,베스킨라빈스,641-76-51259,2024-05-08,카드,병원
2024-02-09,M265,33573,0,0,0 일시불,0,현금영수증_피트니스,422-77-14060,2024-03-04,카드,온라인쇼핑
2024-12-21,M265,12634,0,0,0 일시불,0,교보문고,214-41-71598,2025-01-06,카드,신용카드
2024-05-25,M265,11320,0,0,0 일시불,0,GS25 편의점,628-96-15616,2024-06-04,체크카드,직불/선불카드
2024-04-06,M265,44458,0,0,0 일시불,0,스타벅스,635-88-12290,2024-05-07,카드,주유
2024-04-05,M265,29796,0,0,0 일시불,0,영화관 CGV,771-84-56972,2024-05-10,카드,약국
2024-07-10,M265,1493,0,0,0 일시불,0,지하철,949-93-43851,2024-08-08,카드,온라인쇼핑
2024-12-16,M265,36808,0,0,0 일시불,0,지하철,238-15-98640,2025-01-08,카드,음식점
2024-02-20,M265,44406,0,0,0 일시불,0,온누리약국,980-12-10051,2024-03-09,카드,도서/신문
2024-12-30,M265,27911,0,0,0 일시불,0,맥도날드,834-16-21229,2025-01-07,카드,신용카드
2024-11-18,M265,39111,0,0,0 일시불,0,파리바게뜨,444-39-19201,2024-12-01,카드,공연/영화
2024-01-27,M265,42683,0,0,0 일시불,0,지하철,995-31-85439,2024-02-07,카드,공연/영화
2024-03-02,M265,12625,0,0,0 일시불,0,전통시장 수산물,279-63-25106,2024-04-08,카드,약국
2024-06-05,M265,13199,0,0,0 일시불,0,현금영수증_피트니스,757-94-48416,2024-07-10,카드,공연/영화
2024-08-14,M265,48962,0,0,0 일시불,0,지하철,220-35-83351,2024-09-10,체크카드,직불/선불카드
2024-11-19,M265,47467,0,0,0 일시불,0,현대서점,320-82-91733,2024-12-10,카드,주유
2024-12-29,M265,17222,0,0,0 일시불,0,이마트,835-96-39602,2025-01-04,카드,공연/영화
2024-12-04,M265,9209,0,0,0 일시불,0,서울대학병원,746-41-42406,2025-01-02,카드,병원
2024-11-16,M265,26936,0,0,0 일시불,0,카카오택시,204-85-38184,2024-12-10,카드,카페
2024-03-20,M265,20394,0,0,0 일시불,0,파리바게뜨,375-71-30761,2024-04-09,카드,병원
2024-10-07,M265,34492,0,0,0 일시불,0,전통시장 김밥집,859-93-59209,2024-11-02,체크카드,직불/선불카드
2024-04-09,M265,14036,0,0,0 일시불,0,현대서점,374-19-51589,2024-05-04,카드,온라인쇼핑
2024-07-31,M265,9043,0,0,0 일시불,0,성남버스,310-90-57102,2024-08-07,카드,대중교통
2024-12-06,M265,30584,0,0,0 일시불,0,서울대학병원,294-29-41789,2025-01-05,카드,카페
2024-03-06,M265,19079,0,0,0 일시불,0,맥도날드,622-47-44347,2024-04-04,카드,공연/영화
2024-12-27,M265,17272,0,0,0 일시불,0,교보문고,112-36-28742,2025-01-10,카드,대중교통
2024-04-29,M265,23598,0,0,0 일시불,0,현금영수증_병원,377-95-54050,2024-05-09,카드,대중교통
2024-05-06,M265,26785,0,0,0 일시불,0,현금영수증_피트니스,704-72-88033,2024-06-01,카드,음식점
2024-10-30,M265,22923,0,0,0 일시불,0,맥도날드,779-34-77011,2024-11-10,카드,신용카드
2024-09-02,M265,15758,0,0,0 일시불,0,현금영수증_피트니스,366-61-98612,2024-10-03,카드,온라인쇼핑
2024-12-25,M265,9890,0,0,0 일시불,0,지하철,290-24-31621,2025-01-07,카드,주유
2024-04-05,M265,44280,0,0,0 일시불,0,서울대학병원,769-45-52058,2024-05-08,카드,도서/신문
2024-01-03,M265,25763,0,0,0 일시불,0,스타벅스,193-45-73767,2024-02-01,카드,신용카드
2024-05-02,M265,27101,0,0,0 일시불,0,SK주유소,816-62-96182,2024-06-04,카드,약국
2024-05-05,M265,23511,0,0,0 일시불,0,쿠팡,943-24-67849,2024-06-01,카드,카페
2024-08-15,M265,46683,0,0,0 일시불,0,베스킨라빈스,463-62-78577,2024-09-03,체크카드,직불/선불카드
2024-08-01,M265,44545,0,0,0 일시불,0,성남버스,149-24-76096,2024-09-09,카드,주유
2024-03-30,M265,20025,0,0,0 일시불,0,현금영수증_피트니스,791-59-91938,2024-04-08,카드,음식점
2024-02-28,M265,38850,0,0,0 일시불,0,온누리약국,941-14-23659,2024-03-06,카드,온라인쇼핑
2024-11-22,M265,42971,0,0,0 일시불,0,성남버스,582-19-33315,2024-12-01,카드,온라인쇼핑
2024-08-29,M265,17674,0,0,0 일시불,0,GS25 편의점,688-57-81733,2024-09-09,카드,신용카드
2024-07-03,M265,35853,0,0,0 일시불,0,파리바게뜨,434-96-54405,2024-08-04,카드,온라인쇼핑
2024-08-09,M265,22358,0,0,0 일시불,0,전통시장 수산물,335-66-31817,2024-09-09,체크카드,직불/선불카드
2024-09-29,M265,24064,0,0,0 일시불,0,지하철,143-13-63795,2024-10-02,카드,병원
2024-06-24,M265,23759,0,0,0 일시불,0,성남버스,653-31-83731,2024-07-04,카드,공연/영화
2024-06-02,M265,22538,0,0,0 일시불,0,GS25 편의점,183-38-62089,2024-07-05,카드,카페
2024-01-15,M265,12363,0,0,0 일시불,0,현금영수증_병원,847-48-91388,2024-02-09,카드,주유
2024-09-05,M265,48847,0,0,0 일시불,0,카카오택시,427-66-44203,2024-10-01,카드,도서/신문
2024-04-05,M265,33083,0,0,0 일시불,0,스타벅스,117-26-82714,2024-05-05,카드,음식점
2024-08-04,M265,6486,0,0,0 일시불,0,서울대학병원,422-85-59117,2024-09-03,체크카드,직불/선불카드
2024-08-20,M265,16032,0,0,0 일시불,0,파리바게뜨,434-55-25809,2024-09-06,카드,병원
2024-12-18,M265,12142,0,0,0 일시불,0,쿠팡,536-88-78975,2025-01-03,카드,전통시장
2024-09-01,M265,6406,0,0,0 일시불,0,GS25 편의점,187-17-84800,2024-10-01,카드,병원
2024-08-11,M265,28599,0,0,0 일시불,0,서울대학병원,230-46-64929,2024-09-07,카드,카페
2024-01-19,M265,30134,0,0,0 일시불,0,현대서점,568-29-76894,2024-02-04,카드,신용카드
2024-09-28,M265,11134,0,0,0 일시불,0,맥도날드,530-19-49980,2024-10-05,카드,신용카드
2024-03-02,M265,9466,0,0,0 일시불,0,GS25 편의점,245-75-39587,2024-04-05,카드,카페
2024-03-10,M265,49856,0,0,0 일시불,0,베스킨라빈스,290-78-37913,2024-04-09,카드,도서/신문
2024-08-31,M265,49692,0,0,0 일시불,0,스타벅스,611-18-96119,2024-09-01,카드,대중교통
2024-05-10,M265,35406,0,0,0 일시불,0,성남버스,157-53-65537,2024-06-01,카드,온라인쇼핑
2024-01-27,M265,1531,0,0,0 일시불,0,현금영수증_병원,462-79-23744,2024-02-03,카드,대중교통
2024-08-19,M265,44577,0,0,0 일시불,0,베스킨라빈스,718-20-27836,2024-09-06,카드,신용카드
2024-10-09,M265,28626,0,0,0 일시불,0,맥도날드,677-32-20436,2024-11-08,카드,신용카드
2024-09-20,M265,31160,0,0,0 일시불,0,지하철,103-11-99915,2024-10-08,카드,도서/신문
2024-09-01,M265,7745,0,0,0 일시불,0,영화관 CGV,351-74-66101,2024-10-01,카드,온라인쇼핑
2024-04-26,M265,34282,0,0,0 일시불,0,쿠팡,682-77-93965,2024-05-07,카드,카페
2024-01-23,M265,37801,0,0,0 일시불,0,영화관 CGV,990-41-95132,2024-02-08,카드,온라인쇼핑
2024-08-07,M265,30331,0,0,0 일시불,0,지하철,526-99-81294,2024-09-01,카드,주유
2024-04-21,M265,18041,0,0,0 일시불,0,서울대학병원,554-72-18765,2024-05-01,카드,전통시장
2024-07-12,M265,11284,0,0,0 일시불,0,SK주유소,344-37-78114,2024-08-03,카드,병원
2024-05-24,M265,41652,0,0,0 일시불,0,서울대학병원,619-62-59345,2024-06-01,카드,약국
2024-10-07,M265,17251,0,0,0 일시불,0,이마트,758-95-52920,2024-11-03,카드,약국
2024-06-29,M265,41707,0,0,0 일시불,0,서울대학병원,585-38-60762,2024-07-09,카드,음식점
2024-10-21,M265,28802,0,0,0 일시불,0,쿠팡,270-95-78729,2024-11-10,카드,주유
2024-01-24,M265,4466,0,0,0 일시불,0,지하철,181-21-12593,2024-02-09,카드,전통시장
2024-02-26,M265,38612,0,0,0 일시불,0,SK주유소,174-13-93377,2024-03-07,카드,온라인쇼핑
2024-07-29,M265,16613,0,0,0 일시불,0,SK주유소,550-82-36986,2024-08-09,카드,주유
2024-04-24,M265,25105,0,0,0 일시불,0,교보문고,161-42-69788,2024-05-06,카드,병원
2024-03-23,M265,16041,0,0,0 일시불,0,SK주유소,908-52-91930,2024-04-02,카드,공연/영화
2024-01-03,M265,20026,0,0,0 일시불,0,이마트,141-44-19717,2024-02-02,카드,공연/영화
2024-04-22,M265,34513,0,0,0 일시불,0,영화관 CGV,221-16-75661,2024-05-07,카드,신용카드
2024-10-19,M265,38559,0,0,0 일시불,0,전통시장 김밥집,350-67-71369,2024-11-10,카드,카페
2024-11-26,M265,40128,0,0,0 일시불,0,베스킨라빈스,486-72-14473,2024-12-02,카드,공연/영화
2024-09-27,M265,44423,0,0,0 일시불,0,맥도날드,333-23-49337,2024-10-06,카드,병원
2024-02-22,M265,42276,0,0,0 일시불,0,전통시장 수산물,983-74-34543,2024-03-03,카드,공연/영화
2024-10-28,M265,8285,0,0,0 일시불,0,베스킨라빈스,583-85-59515,2024-11-08,체크카드,직불/선불카드
2024-05-25,M265,31498,0,0,0 일시불,0,현금영수증_피트니스,940-33-51304,2024-06-07,카드,음식점
2024-06-22,M265,7162,0,0,0 일시불,0,서울대학병원,683-26-57077,2024-07-06,카드,대중교통
2024-11-01,M265,48883,0,0,0 일시불,0,전통시장 김밥집,737-89-93035,2024-12-10,카드,약국
2024-01-11,M265,30780,0,0,0 일시불,0,서울대학병원,564-67-67265,2024-02-05,카드,주유
2024-04-07,M265,12738,0,0,0 일시불,0,쿠팡,124-80-92695,2024-05-01,카드,공연/영화
2024-12-05,M265,44790,0,0,0 일시불,0,지하철,823-64-33093,2025-01-10,카드,온라인쇼핑
2024-10-18,M265,32651,0,0,0 일시불,0,현대서점,410-82-63619,2024-11-02,카드,온라인쇼핑
2024-04-07,M265,2202,0,0,0 일시불,0,현대서점,818-67-21837,2024-05-08,카드,병원
2024-01-15,M265,34245,0,0,0 일시불,0,교보문고,121-89-23079,2024-02-05,카드,약국
2024-05-10,M265,23742,0,0,0 일시불,0,서울대학병원,785-24-37829,2024-06-06,카드,온라인쇼핑
2024-03-04,M265,24355,0,0,0 일시불,0,GS25 편의점,879-41-33334,2024-04-05,카드,주유
2024-04-06,M265,17610,0,0,0 일시불,0,베스킨라빈스,569-17-27417,2024-05-10,카드,병원
2024-03-12,M265,32590,0,0,0 일시불,0,교보문고,341-79-71813,2024-04-07,카드,온라인쇼핑
2024-10-23,M265,44610,0,0,0 일시불,0,온누리약국,581-14-52251,2024-11-09,카드,대중교통
2024-12-18,M265,10107,0,0,0 일시불,0,현금영수증_병원,591-52-30158,2025-01-08,카드,카페
2024-08-02,M265,28765,0,0,0 일시불,0,지하철,551-88-32522,2024-09-10,체크카드,직불/선불카드
2024-10-25,M265,29822,0,0,0 일시불,0,영화관 CGV,469-49-41371,2024-11-02,카드,대중교통
2024-02-03,M265,12910,0,0,0 일시불,0,전통시장 수산물,935-16-19082,2024-03-09,카드,공연/영화
2024-07-04,M265,20527,0,0,0 일시불,0,GS25 편의점,816-52-16684,2024-08-04,체크카드,직불/선불카드
2024-07-15,M265,23523,0,0,0 일시불,0,전통시장 김밥집,261-34-93586,2024-08-01,카드,공연/영화
2024-08-22,M265,16180,0,0,0 일시불,0,SK주유소,913-43-46449,2024-09-05,카드,전통시장
2024-03-16,M265,17833,0,0,0 일시불,0,현대서점,124-72-74695,2024-04-10,카드,도서/신문
2024-01-19,M265,21335,0,0,0 일시불,0,스타벅스,806-80-59125,2024-02-05,카드,신용카드
2024-05-26,M265,4331,0,0,0 일시불,0,현대서점,410-80-86268,2024-06-03,카드,전통시장
2024-10-18,M265,1625,0,0,0 일시불,0,베스킨라빈스,220-37-64214,2024-11-01,카드,약국
2024-06-15,M265,18085,0,0,0 일시불,0,서울대학병원,678-40-89172,2024-07-02,카드,음식점
2024-09-21,M265,6012,0,0,0 일시불,0,이마트,464-83-59978,2024-10-10,카드,공연/영화
2024-04-20,M265,11716,0,0,0 일시불,0,온누리약국,979-82-66592,2024-05-08,카드,주유
2024-04-12,M265,24018,0,0,0 일시불,0,지하철,977-38-76788,2024-05-09,카드,주유
2024-04-14,M265,35852,0,0,0 일시불,0,온누리약국,802-16-51089,2024-05-07,체크카드,직불/선불카드
2024-01-02,M265,37474,0,0,0 일시불,0,카카오택시,779-23-30858,2024-02-05,카드,공연/영화
2024-03-18,M265,42101,0,0,0 일시불,0,카카오택시,675-67-20909,2024-04-05,카드,음식점
2024-01-27,M265,23569,0,0,0 일시불,0,파리바게뜨,301-74-37034,2024-02-01,카드,공연/영화
2024-02-05,M265,21841,0,0,0 일시불,0,온누리약국,903-56-90623,2024-03-06,카드,카페
2024-09-13,M265,46253,0,0,0 일시불,0,카카오택시,755-11-99156,2024-10-04,카드,도서/신문
2024-04-15,M265,49726,0,0,0 일시불,0,현금영수증_피트니스,928-28-96570,2024-05-03,카드,온라인쇼핑
2024-07-04,M265,26229,0,0,0 일시불,0,교보문고,497-84-15671,2024-08-06,카드,대중교통
2024-10-25,M265,42162,0,0,0 일시불,0,지하철,528-99-63004,2024-11-07,카드,공연/영화
2024-10-11,M265,16115,0,0,0 일시불,0,카카오택시,853-78-49907,2024-11-02,체크카드,직불/선불카드
2024-12-29,M265,48838,0,0,0 일시불,0,베스킨라빈스,192-17-75597,2025-01-02,체크카드,직불/선불카드
2024-12-08,M265,16720,0,0,0 일시불,0,스타벅스,841-32-32610,2025-01-05,카드,전통시장
2024-02-11,M265,31650,0,0,0 일시불,0,현금영수증_피트니스,225-97-81073,2024-03-02,카드,주유
2024-05-04,M265,47357,0,0,0 일시불,0,현금영수증_피트니스,148-10-15513,2024-06-06,체크카드,직불/선불카드
2024-02-24,M265,24762,0,0,0 일시불,0,현금영수증_병원,888-77-17455,2024-03-09,카드,온라인쇼핑
2024-09-22,M265,6872,0,0,0 일시불,0,지하철,967-34-10928,2024-10-05,카드,주유
2024-01-26,M265,48226,0,0,0 일시불,0,이마트,960-64-89071,2024-02-06,카드,주유
2024-08-14,M265,45799,0,0,0 일시불,0,이마트,830-39-28272,2024-09-01,카드,약국
2024-01-15,M265,1281,0,0,0 일시불,0,온누리약국,815-64-64553,2024-02-09,카드,약국
2024-11-30,M265,1765,0,0,0 일시불,0,베스킨라빈스,996-82-85170,2024-12-08,카드,전통시장
2024-05-13,M265,9532,0,0,0 일시불,0,스타벅스,407-86-19381,2024-06-10,카드,도서/신문
2024-08-08,M265,35286,0,0,0 일시불,0,카카오택시,943-75-60615,2024-09-09,카드,전통시장
2024-08-01,M265,20730,0,0,0 일시불,0,현금영수증_피트니스,403-85-20290,2024-09-07,카드,대중교통
2024-05-23,M265,15671,0,0,0 일시불,0,영화관 CGV,180-88-21316,2024-06-02,카드,대중교통
2024-03-17,M265,1123,0,0,0 일시불,0,성남버스,786-49-23842,2024-04-04,카드,대중교통
2024-12-22,M265,33415,0,0,0 일시불,0,영화관 CGV,765-69-58686,2025-01-09,카드,주유
2024-09-27,M265,17817,0,0,0 일시불,0,영화관 CGV,460-90-25553,2024-10-04,카드,도서/신문
2024-05-05,M265,48818,0,0,0 일시불,0,성남버스,905-43-82188,2024-06-07,카드,온라인쇼핑
2024-01-09,M265,20958,0,0,0 일시불,0,전통시장 수산물,134-22-56297,2024-02-02,카드,약국
2024-09-08,M265,4154,0,0,0 일시불,0,전통시장 수산물,146-48-92463,2024-10-10,카드,공연/영화
2024-04-14,M265,20422,0,0,0 일시불,0,SK주유소,404-53-23559,2024-05-09,카드,음식점
2024-06-08,M265,1827,0,0,0 일시불,0,현금영수증_피트니스,376-73-19021,2024-07-10,카드,공연/영화
2024-06-17,M265,41395,0,0,0 일시불,0,온누리약국,844-86-39268,2024-07-04,카드,전통시장
2024-04-05,M265,27012,0,0,0 일시불,0,쿠팡,373-92-41336,2024-05-08,카드,도서/신문
2024-08-09,M265,12788,0,0,0 일시불,0,파리바게뜨,742-12-69942,2024-09-04,카드,약국
2024-06-17,M265,21631,0,0,0 일시불,0,쿠팡,541-77-67189,2024-07-01,카드,음식점
2024-08-15,M265,41271,0,0,0 일시불,0,지하철,849-32-50833,2024-09-10,카드,대중교통
2024-04-04,M265,29479,0,0,0 일시불,0,카카오택시,944-64-53757,2024-05-03,카드,신용카드
2024-01-23,M265,9853,0,0,0 일시불,0,현금영수증_피트니스,549-87-82789,2024-02-02,카드,전통시장
2024-06-14,M265,19104,0,0,0 일시불,0,쿠팡,512-67-49598,2024-07-09,체크카드,직불/선불카드
2024-10-18,M265,34712,0,0,0 일시불,0,쿠팡,310-21-95054,2024-11-10,카드,주유
2024-01-04,M265,35084,0,0,0 일시불,0,파리바게뜨,765-46-19200,2024-02-05,카드,병원
2024-02-09,M265,22112,0,0,0 일시불,0,현대서점,555-24-97755,2024-03-07,카드,대중교통
2024-01-05,M265,30527,0,0,0 일시불,0,온누리약국,432-74-40767,2024-02-10,체크카드,직불/선불카드
2024-09-08,M265,31340,0,0,0 일시불,0,성남버스,813-50-91054,2024-10-01,카드,전통시장
2024-09-15,M265,31475,0,0,0 일시불,0,교보문고,859-96-16703,2024-10-06,카드,주유
2024-09-06,M265,37816,0,0,0 일시불,0,현금영수증_피트니스,742-65-12444,2024-10-06,카드,신용카드
2024-03-07,M265,10458,0,0,0 일시불,0,전통시장 김밥집,569-46-41716,2024-04-04,카드,카페
2024-08-29,M265,2701,0,0,0 일시불,0,지하철,116-82-26745,2024-09-06,카드,주유
2024-05-28,M265,17312,0,0,0 일시불,0,쿠팡,933-93-29436,2024-06-07,카드,온라인쇼핑
2024-04-07,M265,23716,0,0,0 일시불,0,파리바게뜨,903-38-43880,2024-05-09,카드,공연/영화
2024-09-19,M265,8032,0,0,0 일시불,0,현금영수증_병원,916-95-97029,2024-10-10,카드,전통시장
2024-06-01,M265,22557,0,0,0 일시불,0,이마트,643-48-71693,2024-07-02,카드,대중교통
2024-12-13,M265,16455,0,0,0 일시불,0,카카오택시,774-91-14323,2025-01-03,카드,전통시장
2024-04-30,M265,46257,0,0,0 일시불,0,스타벅스,169-95-40620,2024-05-10,카드,카페
2024-12-20,M265,20082,0,0,0 일시불,0,온누리약국,337-82-90555,2025-01-05,카드,공연/영화
2024-12-06,M265,17203,0,0,0 일시불,0,지하철,102-94-87086,2025-01-05,카드,병원
